Aikaleima (dd.mm.yyyy hh:mm);Viikko;Kulutus (kWh);Aurinkovoima (kWh);Tuulivoima;Vesivoima;Ydinvoima;Yhteistuotanto;Erillinen lämpövoima
01.05.2020 14:00;18;8600821;67483;699116;1524963;2704808;1742937;190488
01.05.2020 15:00;18;8674027;50089;719642;1548105;2704499;1742267;197111
01.05.2020 16:00;18;8744261;36456;702757;1770292;2704715;1789658;192577
01.05.2020 17:00;18;8892077;24165;715399;2013455;2704442;1910923;195634
01.05.2020 18:00;18;9009431;17059;690441;2222267;2704075;2025362;209116
01.05.2020 19:00;18;9005075;5405;707762;2135959;2704208;2054495;206230
01.05.2020 20:00;18;8829935;4351;857826;1786095;2703419;2068134;187847
01.05.2020 21:00;18;9185151;170;1008768;1746668;2702989;2031129;171581
01.05.2020 22:00;18;9076613;0;1154585;1594729;2702976;1982325;175839
01.05.2020 23:00;18;8598121;0;1245120;1386064;2702538;1968573;170571
02.05.2020 00:00;18;8312085;0;1295436;1372067;2702521;1974004;159887
02.05.2020 01:00;18;8049476;0;1383064;1376100;2702826;1969509;160181
02.05.2020 02:00;18;8002337;0;1365018;1358910;2702658;1964713;166799
02.05.2020 03:00;18;7987711;0;1354342;1329952;2701966;1972770;173006
02.05.2020 04:00;18;7875329;1237;1397596;1304353;2702956;1967958;173783
02.05.2020 05:00;18;7959553;6593;1484152;1268227;2703601;1965849;169941
02.05.2020 06:00;18;8079767;30742;1387389;1288256;2703230;1957432;177493
02.05.2020 07:00;18;8303602;44197;1330619;1500930;2703444;1925215;179907
02.05.2020 08:00;18;8430709;44016;1358931;1509468;2703080;1927386;178763
02.05.2020 09:00;18;8509963;52322;1356798;1548860;2703095;1908047;184113
02.05.2020 10:00;18;8529979;77070;1315245;1556449;2702656;1877287;191754
02.05.2020 11:00;18;8511195;84837;1256973;1556309;2702254;1854753;194672
02.05.2020 12:00;18;8443681;72386;1184159;1494851;2701821;1766700;203247
02.05.2020 13:00;18;8461771;61584;1142205;1508135;2701785;1840824;203691
02.05.2020 14:00;18;8469151;57448;1056649;1402238;2701043;1849129;207489
02.05.2020 15:00;18;8598693;43210;1123299;1419221;2700871;1863927;208550
02.05.2020 16:00;18;8746795;31731;1064632;1620641;2700851;1889072;205796
02.05.2020 17:00;18;8989304;24666;1005906;1827208;2700807;1926622;200970
02.05.2020 18:00;18;9037420;14202;865976;2067101;2700546;1922291;205284
02.05.2020 19:00;18;8836521;4846;854705;1970643;2700419;1942795;226406
02.05.2020 20:00;18;8560502;4785;814796;1807225;2701012;1932379;196737
02.05.2020 21:00;18;8823334;227;721641;1937730;2700262;1926371;197365
02.05.2020 22:00;18;8770513;0;677371;1936325;2700398;1927177;193086
02.05.2020 23:00;18;8369636;0;653655;1667616;2699849;1903968;197977
03.05.2020 00:00;18;7979983;0;653367;1381711;2699522;1918160;192364
03.05.2020 01:00;18;7801432;0;605563;1235909;2699874;1908886;192193
03.05.2020 02:00;18;7661614;0;532133;1277366;2699454;1918345;188177
03.05.2020 03:00;18;7666305;0;495339;1287446;2699823;1926864;188907
03.05.2020 04:00;18;7552615;1011;477744;1205512;2699119;1930153;190618
03.05.2020 05:00;18;7639575;5146;468613;1210917;2699120;1937249;185740
03.05.2020 06:00;18;7727675;20025;351860;1313840;2698910;1945671;182612
03.05.2020 07:00;18;7966991;32598;306036;1394908;2698973;1938285;186430
03.05.2020 08:00;18;8181141;45850;220543;1473005;2698269;1966931;188030
03.05.2020 09:00;18;8302203;61591;153381;1511607;2698642;1964004;187120
03.05.2020 10:00;18;8356672;78194;133871;1583164;2698215;1977301;188049
03.05.2020 11:00;18;8339428;85730;136300;1572115;2698137;1966116;189338
03.05.2020 12:00;18;8295931;104094;165256;1598743;2698383;1918162;193912
03.05.2020 13:00;18;8235227;104189;204642;1524443;2697540;1906210;195826
03.05.2020 14:00;18;8188114;103370;204515;1401866;2697451;1900857;197404
03.05.2020 15:00;18;8278941;98674;199240;1473531;2697084;1901707;196159
03.05.2020 16:00;18;8283866;84226;199728;1570481;2697239;1899053;203915
03.05.2020 17:00;18;8380522;54836;196940;1731825;2696918;1892230;204767
03.05.2020 18:00;18;8496973;32015;174750;2075998;2697050;1981647;226677
03.05.2020 19:00;18;8459996;10994;233006;2218941;2696196;2029791;222394
03.05.2020 20:00;18;8313073;6779;316052;2099050;2695622;2054665;184106
03.05.2020 21:00;18;8744596;364;414823;2095172;2695736;2103343;176086
03.05.2020 22:00;18;8730529;0;474803;2091852;2695130;2063359;186808
03.05.2020 23:00;18;8371861;0;489553;1672617;2694987;1980844;185192
04.05.2020 00:00;19;8086589;0;521084;1303952;2694733;1952634;170916
04.05.2020 01:00;19;7975026;0;562027;1151254;2695262;1958892;182633
04.05.2020 02:00;19;7873863;0;496755;1137843;2695568;1961664;184149
04.05.2020 03:00;19;7908361;3;485442;1178798;2695195;1970366;177050
04.05.2020 04:00;19;8023272;1595;407974;1160370;2695022;1981971;177134
04.05.2020 05:00;19;8571529;4107;328387;1423864;2695020;2070025;208467
04.05.2020 06:00;19;9011119;28189;252793;1865622;2694308;2240461;191586
04.05.2020 07:00;19;9274857;43844;175138;2378519;2693659;2233480;189214
04.05.2020 08:00;19;9404764;62536;164555;2427805;2693440;2212126;192055
04.05.2020 09:00;19;9418793;78147;231471;2384984;2692845;2184055;205235
04.05.2020 10:00;19;9356980;100744;288681;2303617;2692974;2183559;198350
04.05.2020 11:00;19;9360457;124511;334539;2144176;2692950;2169224;197354
04.05.2020 12:00;19;9274312;129153;382711;2114298;2693581;2141005;210506
04.05.2020 13:00;19;9149583;136795;503704;1941062;2693297;2072157;204880
04.05.2020 14:00;19;9067343;122645;596170;1821847;2693309;2033155;208023
04.05.2020 15:00;19;8992640;107753;691847;1758479;2692746;2049905;202295
04.05.2020 16:00;19;8884958;86736;658701;1746561;2692247;2072661;187470
04.05.2020 17:00;19;8848881;62380;525856;1853308;2692024;2081189;188766
04.05.2020 18:00;19;8970183;39691;365610;2047139;2692289;2092901;189064
04.05.2020 19:00;19;9004844;14747;338445;2145087;2691971;2133967;189619
04.05.2020 20:00;19;8832937;12619;374968;1958902;2691804;2242547;202743
04.05.2020 21:00;19;9158193;552;418907;2144894;2691783;2257403;210815
04.05.2020 22:00;19;9073701;0;402715;1921245;2690663;2263215;200828
04.05.2020 23:00;19;8649696;0;366302;1647606;2690212;2166843;196742
05.05.2020 00:00;19;8373620;0;317471;1428572;2690407;2050882;205637
05.05.2020 01:00;19;8292019;0;289636;1418313;2690175;2033063;193122
05.05.2020 02:00;19;8270639;0;243954;1431582;2690730;2050979;164207
05.05.2020 03:00;19;8306233;12;182292;1524248;2689904;2067994;126324
05.05.2020 04:00;19;8437657;4733;139684;1757493;2689718;2079642;127318
05.05.2020 05:00;19;8983707;12256;150051;1961390;2689070;2168692;123504
05.05.2020 06:00;19;9282046;59384;86454;2166608;2688711;2217152;126644
05.05.2020 07:00;19;9387703;89230;46498;2313578;2688502;2195907;137878
05.05.2020 08:00;19;9365964;120479;59278;2465617;2688702;2187571;212024
05.05.2020 09:00;19;9310148;144007;116199;2465038;2688542;2124385;194657
05.05.2020 10:00;19;9308878;159992;178150;2373025;2688710;2098206;153319
05.05.2020 11:00;19;9211045;170711;278753;2309173;2688127;2028796;164409
05.05.2020 12:00;19;9067172;175282;379838;2259714;2688307;1948447;169162
05.05.2020 13:00;19;8956349;166409;463852;2166227;2688320;1931067;176670
05.05.2020 14:00;19;8853254;152481;542314;1934734;2688285;1867373;173858
05.05.2020 15:00;19;8717039;141986;599799;1852462;2687237;1839601;165809
05.05.2020 16:00;19;8692650;111523;653281;1830127;2686291;1839720;157012
05.05.2020 17:00;19;8672516;75425;694303;1980354;2686313;1853004;155784
05.05.2020 18:00;19;8797295;48297;720293;2138794;2685433;1858136;156548
05.05.2020 19:00;19;8781579;18056;750908;2303028;2685341;1876229;146453
05.05.2020 20:00;19;8529953;8977;889536;2129175;2684721;1898913;139371
05.05.2020 21:00;19;8828292;651;998055;1962087;2684618;1887602;144799
05.05.2020 22:00;19;8701667;0;1003730;1647870;2683933;1891195;140534
05.05.2020 23:00;19;8334610;0;1063516;1375219;2683865;1901503;135698
06.05.2020 00:00;19;8035718;0;1146703;1296514;2684169;1865559;137576
06.05.2020 01:00;19;7945658;0;1115899;1293912;2684196;1865187;132990
06.05.2020 02:00;19;7942656;0;1148307;1265135;2683628;1849611;140232
06.05.2020 03:00;19;7976457;12;1228482;1276828;2683662;1876694;139012
06.05.2020 04:00;19;8122937;4600;1215545;1339034;2683161;1912441;139960
06.05.2020 05:00;19;8719303;10806;1051564;1530601;2682618;1916269;141661
06.05.2020 06:00;19;9052345;49264;812761;1971355;2681474;1996010;129561
06.05.2020 07:00;19;9204412;72927;648200;2372414;2682523;2002139;120906
06.05.2020 08:00;19;9226480;91723;626300;2430441;2682771;1980343;171791
06.05.2020 09:00;19;9203837;103442;651157;2392194;2682160;1937426;174690
06.05.2020 10:00;19;9201289;119757;710049;2402520;2681718;1905623;182020
06.05.2020 11:00;19;9136413;123725;737757;2296883;2683615;1820339;163963
06.05.2020 12:00;19;9006026;126152;819075;2060030;2683536;1694657;151271
06.05.2020 13:00;19;8847158;115780;924930;1871151;2682084;1648386;150685
06.05.2020 14:00;19;8837950;118465;955448;1636878;2681381;1634639;146752
06.05.2020 15:00;19;8783394;76019;1014922;1639135;2681028;1629279;143418
06.05.2020 16:00;19;8851279;65928;1046632;1655964;2680941;1620901;140711
06.05.2020 17:00;19;8892557;46061;886076;1817022;2679705;1611638;139073
06.05.2020 18:00;19;9039923;32629;762772;2066644;2678743;1656773;129460
06.05.2020 19:00;19;8989813;14483;614162;2196030;2679261;1723937;126389
06.05.2020 20:00;19;8696060;10745;612390;1967303;2679291;1743594;119871
06.05.2020 21:00;19;8982892;655;752657;1852745;2679924;1741206;119654
06.05.2020 22:00;19;8876275;0;915633;1683585;2679456;1822220;108578
06.05.2020 23:00;19;8441410;0;1009511;1466019;2679247;1793848;116027
07.05.2020 00:00;19;8128365;0;1005155;1282723;2680004;1801507;117082
07.05.2020 01:00;19;7929376;0;1193479;1245561;2679871;1823063;111019
07.05.2020 02:00;19;7873608;0;1160290;1313292;2680318;1821958;112518
07.05.2020 03:00;19;7916027;9;1084996;1395864;2680786;1850140;128306
07.05.2020 04:00;19;8080701;6496;1078773;1532233;2681157;1950039;124888
07.05.2020 05:00;19;8629513;14905;850838;1835379;2680164;2015960;101936
07.05.2020 06:00;19;9027611;63609;562636;2112227;2679573;2086495;100226
07.05.2020 07:00;19;9046125;92504;542392;2482532;2680295;2142299;110244
07.05.2020 08:00;19;8977118;121902;534251;2474028;2679788;2132528;125933
07.05.2020 09:00;19;8961930;140106;578532;2481886;2678909;2005101;130704
07.05.2020 10:00;19;9025271;153351;673754;2439862;2677976;1943163;123364
07.05.2020 11:00;19;9060466;154904;749892;2393724;2677724;1929261;118086
07.05.2020 12:00;19;8969916;149835;840613;2359895;2596793;1855125;115964
07.05.2020 13:00;19;8840172;143598;885328;2370144;2579177;1824073;123688
07.05.2020 14:00;19;8776522;128040;885095;2131984;2615726;1807919;129272
07.05.2020 15:00;19;8719245;89405;895003;2067635;2639930;1761108;146459
07.05.2020 16:00;19;8740027;84370;883954;2051515;2663844;1768640;137152
07.05.2020 17:00;19;8704783;63473;800463;2103699;2674874;1812840;127570
07.05.2020 18:00;19;8842502;43626;681987;2118994;2676814;1853680;120157
07.05.2020 19:00;19;8847431;20860;554114;2261858;2677026;1971514;112176
07.05.2020 20:00;19;8673101;11932;500836;2226172;2676613;1914397;112853
07.05.2020 21:00;19;9046213;1153;525786;2129137;2676587;2005871;101914
07.05.2020 22:00;19;9025576;0;579785;1943389;2676102;1945291;106511
07.05.2020 23:00;19;8622735;0;579406;1714510;2674901;1944757;108084
08.05.2020 00:00;19;8320377;0;538658;1796889;2674202;1953105;103387
08.05.2020 01:00;19;8172359;0;453517;1744105;2674104;1985912;98038
08.05.2020 02:00;19;8159690;0;339734;1725464;2673523;1995398;94015
08.05.2020 03:00;19;8152856;61;250454;1762356;2673812;2023280;95476
08.05.2020 04:00;19;8313659;5858;211003;1838505;2672984;2093578;101127
08.05.2020 05:00;19;8889737;11742;179689;2075042;2673137;2325182;93940
08.05.2020 06:00;19;9127367;50342;161545;2336745;2672469;2423117;91338
08.05.2020 07:00;19;9214296;68889;125276;2420699;2672690;2346173;117965
08.05.2020 08:00;19;9201674;88897;180659;2500629;2671998;2284847;113961
08.05.2020 09:00;19;9174360;97074;299345;2467885;2671252;2253368;93832
08.05.2020 10:00;19;9248515;99687;367198;2459843;2670767;2202256;104940
08.05.2020 11:00;19;9205348;107228;383114;2412103;2670692;2162540;113367
08.05.2020 12:00;19;9058838;103753;404302;2415868;2669480;2173374;114622
08.05.2020 13:00;19;8993190;116036;448723;2421265;2669612;2141565;117604
08.05.2020 14:00;19;8939951;98309;469081;2298865;2669559;2080966;122899
08.05.2020 15:00;19;8843124;60176;487742;2222352;2669266;2072260;122561
08.05.2020 16:00;19;8912439;49275;413163;2214605;2669139;2082197;106674
08.05.2020 17:00;19;8927337;28594;395275;2312411;2668894;2087305;85670
08.05.2020 18:00;19;9071173;19694;331848;2403502;2669270;2189497;75478
08.05.2020 19:00;19;8989465;10131;304904;2380541;2669224;2184689;73043
08.05.2020 20:00;19;8776996;11268;185444;2284620;2668768;2071858;85505
08.05.2020 21:00;19;9022203;1129;164086;2269790;2668168;2069880;91041
08.05.2020 22:00;19;8845362;0;119187;2244517;2668376;2100362;84541
08.05.2020 23:00;19;8397615;0;152283;2076756;2667690;1901123;141084
09.05.2020 00:00;19;8073111;0;215115;2025823;2667341;1742194;121209
09.05.2020 01:00;19;7919371;0;294946;2064825;2667441;1712093;116867
09.05.2020 02:00;19;7832135;0;422613;2079084;2667067;1712838;117903
09.05.2020 03:00;19;7754463;56;492605;2073322;2667409;1713881;116346
09.05.2020 04:00;19;7690744;4932;512148;2080463;2666855;1721504;116060
09.05.2020 05:00;19;7854291;11401;539902;2085698;2667080;1714736;120040
09.05.2020 06:00;19;8009384;46608;505583;2127653;2667068;1725359;116736
09.05.2020 07:00;19;8109269;71179;613308;2152666;2667199;1697635;113842
09.05.2020 08:00;19;8332366;98370;769912;2207487;2666437;1696472;113687
09.05.2020 09:00;19;8434686;121179;864803;2270767;2666645;1648848;115143
09.05.2020 10:00;19;8442386;136407;939502;2272432;2666118;1629125;116995
09.05.2020 11:00;19;8438748;149731;823661;2246063;2666178;1634125;116205
09.05.2020 12:00;19;8346297;153565;659761;2283209;2666004;1628700;114567
09.05.2020 13:00;19;8264706;155707;580961;2214943;2665741;1629110;114303
09.05.2020 14:00;19;8228016;142136;546800;2173436;2665437;1649239;115693
09.05.2020 15:00;19;8300754;132846;627387;2229945;2665557;1667891;119303
09.05.2020 16:00;19;8506711;106274;533736;2267209;2665360;1664126;118290
09.05.2020 17:00;19;8698969;75268;391160;2348911;2664628;1703281;115712
09.05.2020 18:00;19;8821875;50545;286590;2436777;2664825;1734673;110171
09.05.2020 19:00;19;8740411;22128;247539;2404337;2664632;1758324;109476
09.05.2020 20:00;19;8528881;14485;224486;2345101;2664677;1779328;108742
09.05.2020 21:00;19;8865195;1596;266588;2306657;2664386;1842009;107247
09.05.2020 22:00;19;8840187;0;382445;2203416;2664592;1834946;109599
09.05.2020 23:00;19;8549448;0;489414;2102378;2663714;1840577;110901
10.05.2020 00:00;19;8236069;0;631651;2003487;2663430;1837987;103756
10.05.2020 01:00;19;8052751;0;742438;1957973;2663074;1839919;100926
10.05.2020 02:00;19;7936739;0;919488;1945631;2663340;1843063;101130
10.05.2020 03:00;19;7822198;69;1122461;1940297;2661955;1854948;102748
10.05.2020 04:00;19;7776696;7497;1286204;1932915;2662533;1839714;104424
10.05.2020 05:00;19;7822146;16768;1357371;1909287;2662249;1807144;106234
10.05.2020 06:00;19;7857607;53920;1370343;1930749;2661428;1772052;113235
10.05.2020 07:00;19;8033207;77066;1335840;2053878;2661897;1732751;118376
10.05.2020 08:00;19;8184741;101053;1213784;2050179;2661614;1696819;130246
10.05.2020 09:00;19;8229859;97648;1294745;2073278;2661264;1695803;133352
10.05.2020 10:00;19;8308424;114489;1347530;2102388;2659868;1702704;136542
10.05.2020 11:00;19;8272883;115904;1283181;2094079;2658368;1699957;135660
10.05.2020 12:00;19;8237034;109096;1212375;2180079;2658393;1691630;135331
10.05.2020 13:00;19;8085018;102171;1100773;2186242;2658130;1688776;135433
10.05.2020 14:00;19;7999231;86328;1015813;2120500;2623597;1702917;133920
10.05.2020 15:00;19;8106345;75176;806267;2065743;2393438;1711072;134730
10.05.2020 16:00;19;8208330;63948;686260;2124671;1969271;1705365;133604
10.05.2020 17:00;19;8356613;46039;611151;2381110;1827313;1744524;132987
10.05.2020 18:00;19;8552435;28518;492206;2432242;1827379;1778676;129099
10.05.2020 19:00;19;8483825;10978;434361;2468536;1827285;1834646;128205
10.05.2020 20:00;19;8282543;9144;442791;2342790;1828956;1884407;121300
10.05.2020 21:00;19;8642633;1043;480229;2256091;1829407;1949699;112037
10.05.2020 22:00;19;8629916;0;539565;2200627;1829474;1947481;111765
10.05.2020 23:00;19;8251450;0;627166;2034032;1828816;1823191;123259
11.05.2020 00:00;20;7960439;0;603468;1918773;1829211;1791350;127785
11.05.2020 01:00;20;7781154;0;626133;1844738;1829573;1806583;127131
11.05.2020 02:00;20;7727774;0;617171;1756628;1830832;1826555;123656
11.05.2020 03:00;20;7769022;70;597144;1742995;1831529;1859372;123877
11.05.2020 04:00;20;7834598;2815;638481;1811638;1831696;1944131;121594
11.05.2020 05:00;20;8545557;6760;570091;2071407;1832240;2035102;117718
11.05.2020 06:00;20;9090657;23259;474535;2265533;1834723;2186896;105300
11.05.2020 07:00;20;9364512;36297;397636;2514532;1835677;2401200;96302
11.05.2020 08:00;20;9521285;48104;350016;2506543;1835685;2436461;117620
11.05.2020 09:00;20;9601134;62802;363457;2570005;1836007;2496632;91523
11.05.2020 10:00;20;9732042;67792;404219;2533377;1836209;2561828;77471
11.05.2020 11:00;20;9732431;75444;409333;2533269;1837069;2583754;80804
11.05.2020 12:00;20;9356543;78849;476217;2577901;1837424;2611373;80666
11.05.2020 13:00;20;9327432;70236;552260;2526419;1840411;2614785;84726
11.05.2020 14:00;20;9389788;72337;596997;2435626;1838512;2521057;83174
11.05.2020 15:00;20;9300200;57965;562492;2367678;1838699;2536657;60995
11.05.2020 16:00;20;9310023;53565;495881;2369926;1838335;2530859;61960
11.05.2020 17:00;20;9361557;43535;531703;2462245;1838457;2485993;64788
11.05.2020 18:00;20;9418898;34560;525085;2495154;1838530;2475060;66590
11.05.2020 19:00;20;9316158;18095;511277;2524993;1838196;2446782;65275
11.05.2020 20:00;20;9040202;13542;600179;2514260;1838894;2371158;71368
11.05.2020 21:00;20;9320455;2022;863911;2429582;1839523;2336913;79567
11.05.2020 22:00;20;9338672;0;996029;2266429;1839959;2190524;88813
11.05.2020 23:00;20;8987158;0;1015305;2229046;1840177;2072953;99594
12.05.2020 00:00;20;8670150;0;1044949;2132286;1840248;2038746;95394
12.05.2020 01:00;20;8519622;0;964930;2144329;1840216;2021575;101936
12.05.2020 02:00;20;8483179;0;871072;2166999;1840152;2016396;99021
12.05.2020 03:00;20;8399321;342;782623;2161630;1839910;2024616;97285
12.05.2020 04:00;20;8573523;8467;590874;2213978;1840006;2079128;93262
12.05.2020 05:00;20;9153832;22678;396300;2373866;1840373;2318658;77966
12.05.2020 06:00;20;9410180;61791;218612;2544974;1840885;2479712;72870
12.05.2020 07:00;20;9547548;95442;158429;2611462;1840997;2430848;75452
12.05.2020 08:00;20;9496744;121106;232610;2518419;1840704;2383583;121389
12.05.2020 09:00;20;9474766;129601;317179;2542835;1841713;2342935;80160
12.05.2020 10:00;20;9452720;135713;396753;2555980;1842237;2324494;80216
12.05.2020 11:00;20;9449987;133848;467099;2537185;1841913;2320283;81206
12.05.2020 12:00;20;9268863;123003;498667;2522776;1842314;2280627;88188
12.05.2020 13:00;20;9209551;136909;482938;2494183;1842937;2240493;84966
12.05.2020 14:00;20;9097712;118683;471356;2511221;1843506;2182465;91724
12.05.2020 15:00;20;8992878;102108;399027;2410341;1839701;2203483;89215
12.05.2020 16:00;20;8999095;89410;335326;2434486;1839684;2243945;84721
12.05.2020 17:00;20;9008735;68068;303755;2535022;1839583;2318363;75356
