Aikaleima (dd.mm.yyyy hh:mm);Viikko;Kulutus (kWh);Aurinkovoima (kWh);Tuulivoima;Vesivoima;Ydinvoima;Yhteistuotanto;Erillinen lämpövoima
16.04.2020 08:00;16;10395962;35290;406187;2638279;2735663;2788401;213223
16.04.2020 09:00;16;10276911;47278;334792;2584941;2735174;2759525;228623
16.04.2020 10:00;16;10289439;50046;399363;2553690;2735081;2761762;217597
16.04.2020 11:00;16;10208547;65269;495160;2535604;2734911;2713935;165677
16.04.2020 12:00;16;10002966;70899;639068;2435414;2735047;2608438;106338
16.04.2020 13:00;16;9687783;84032;738337;2425440;2071771;2672515;204777
16.04.2020 14:00;16;9586200;89882;829803;2242781;2155131;2660233;226186
16.04.2020 15:00;16;9627077;76250;919019;1756895;2253707;2505277;198025
16.04.2020 16:00;16;9679747;58116;981215;1927525;2409204;2601704;171608
16.04.2020 17:00;16;9682477;39243;1036606;1929579;2589737;2607601;182871
16.04.2020 18:00;16;9895596;17126;1074786;2121238;2590041;2671963;187870
16.04.2020 19:00;16;9905782;1573;1125987;2128924;2591335;2714176;161587
16.04.2020 20:00;16;9902535;957;1259558;1929845;2590471;2613220;151373
16.04.2020 21:00;16;10014486;0;1449738;1872364;2637291;2632708;98864
16.04.2020 22:00;16;9928655;0;1548794;1733651;2639056;2551314;88124
16.04.2020 23:00;16;9497702;0;1658409;1629129;2639182;2472998;96103
17.04.2020 00:00;16;9165005;0;1727576;1550718;2638508;2393025;117420
17.04.2020 01:00;16;9017384;0;1796864;1459315;2686146;2395449;113442
17.04.2020 02:00;16;8989995;0;1794180;1398993;2686341;2398714;109559
17.04.2020 03:00;16;9105003;0;1804389;1521468;2688098;2394092;114060
17.04.2020 04:00;16;9291566;0;1800681;1657249;2687442;2522890;99192
17.04.2020 05:00;16;9779598;4677;1785462;1782340;2715803;2652449;89365
17.04.2020 06:00;16;10175617;8148;1754358;2019104;2716173;2794021;104664
17.04.2020 07:00;16;10431579;45624;1766700;2238318;2726440;2823019;122498
17.04.2020 08:00;16;10374426;66309;1805229;2355720;2725804;2797118;98362
17.04.2020 09:00;16;10398522;79011;1837689;2247392;2733597;2752345;91214
17.04.2020 10:00;16;10442233;78754;1890533;2225932;2734506;2630809;101939
17.04.2020 11:00;16;10429367;86929;1916131;2185099;2735766;2598099;103667
17.04.2020 12:00;16;10291416;87231;1925887;2031866;2735646;2439957;133611
17.04.2020 13:00;16;10144808;72243;1947058;1952737;2735153;2441525;139752
17.04.2020 14:00;16;10020164;67984;1938207;1787298;2735144;2442858;140750
17.04.2020 15:00;16;10093069;45844;1912878;1807839;2735875;2427166;155482
17.04.2020 16:00;16;10133555;38672;1914785;1898816;2735733;2445341;147441
17.04.2020 17:00;16;10206510;31102;1883389;2151352;2735556;2425205;144599
17.04.2020 18:00;16;10254782;12204;1798464;2250701;2736193;2457492;159770
17.04.2020 19:00;16;10200318;1551;1734276;2234082;2735536;2445454;215156
17.04.2020 20:00;16;10078396;948;1744424;2082166;2735469;2533330;143483
17.04.2020 21:00;16;10129044;0;1763167;2037193;2734990;2482687;114739
17.04.2020 22:00;16;9943132;0;1761049;1870546;2735551;2450113;117866
17.04.2020 23:00;16;9522769;0;1785358;1763272;2735352;2278764;122800
18.04.2020 00:00;16;9204863;0;1788336;1687802;2735407;2154117;115575
18.04.2020 01:00;16;8980416;0;1753355;1533275;2735450;2135702;111059
18.04.2020 02:00;16;8920924;0;1758690;1464845;2735118;2135190;105809
18.04.2020 03:00;16;8945247;0;1763453;1501604;2735270;2133583;114833
18.04.2020 04:00;16;8925774;0;1747595;1567241;2735214;2132097;111450
18.04.2020 05:00;16;9014755;4053;1725444;1639928;2735248;2155709;110434
18.04.2020 06:00;16;9118223;7670;1660436;1827446;2735226;2143923;108877
18.04.2020 07:00;16;9296860;43363;1627650;1958815;2735174;2141452;112063
18.04.2020 08:00;16;9346831;65057;1613853;2025028;2735099;2157823;113706
18.04.2020 09:00;16;9410381;81353;1621310;2034944;2735152;2145665;120402
18.04.2020 10:00;16;9473863;94314;1679781;2078476;2734661;2126968;121407
18.04.2020 11:00;16;9450095;106852;1781029;2021757;2734248;2122641;114799
18.04.2020 12:00;16;9342304;106471;1813590;1970326;2734323;2110411;119665
18.04.2020 13:00;16;9284927;101632;1841558;1869732;2734919;2113433;124416
18.04.2020 14:00;16;9292013;84436;1814112;1795546;2734846;2123290;132792
18.04.2020 15:00;16;9425316;68961;1794895;1924328;2734961;2136969;130005
18.04.2020 16:00;16;9635988;47322;1672705;2041080;2735043;2153800;129669
18.04.2020 17:00;16;9785938;31143;1531424;2016069;2734796;2266213;139866
18.04.2020 18:00;16;9978776;16863;1332378;1781008;2734758;2205707;115751
18.04.2020 19:00;16;9834189;2294;1268499;1886648;2734504;2239044;102247
18.04.2020 20:00;16;9709442;1358;1165607;1939197;2734052;2210634;101755
18.04.2020 21:00;16;9864928;0;1146514;1935329;2734152;2178383;104390
18.04.2020 22:00;16;9696221;0;1093016;1839029;2733997;2102013;108418
18.04.2020 23:00;16;9362260;0;1011159;1634692;2733795;2104978;116836
19.04.2020 00:00;16;8978822;0;920028;1641305;2733585;2118612;117241
19.04.2020 01:00;16;8717776;0;901319;1410381;2733250;2133002;117830
19.04.2020 02:00;16;8663783;0;918941;1304123;2733971;2131400;116951
19.04.2020 03:00;16;8744213;0;822535;1386101;2733571;2127867;110979
19.04.2020 04:00;16;8681401;4;702651;1442052;2734222;2140272;103459
19.04.2020 05:00;16;8752537;6769;551459;1513944;2733875;2154698;101120
19.04.2020 06:00;16;8713463;14977;365614;1481098;2733349;2167963;104816
19.04.2020 07:00;16;8836552;50874;166573;1579230;2733913;2181912;115692
19.04.2020 08:00;16;8871957;75982;149164;1824540;2733772;2159092;123631
19.04.2020 09:00;16;8943607;92383;246028;1813811;2734233;2112082;133041
19.04.2020 10:00;16;8958550;96168;244182;1773214;2733484;2075417;141975
19.04.2020 11:00;16;8920919;100216;247708;1730648;2733751;2041077;142382
19.04.2020 12:00;16;8810350;105537;308726;1703631;2733147;1968806;150413
19.04.2020 13:00;16;8827938;101032;402421;1573807;2733522;1910723;156015
19.04.2020 14:00;16;8799305;92153;452403;1445030;2733250;1920275;156469
19.04.2020 15:00;16;8848309;73932;461510;1434197;2733286;1927727;157190
19.04.2020 16:00;16;8953658;52271;429352;1451386;2733448;1951353;148115
19.04.2020 17:00;16;9154839;36396;381037;1598316;2733350;1991186;141885
19.04.2020 18:00;16;9251069;16176;368443;1899027;2734104;2117254;126245
19.04.2020 19:00;16;9238136;2179;421164;2020453;2733409;2145704;120898
19.04.2020 20:00;16;9185812;1295;528149;2006846;2733041;2165237;116702
19.04.2020 21:00;16;9423817;0;656054;2191007;2731939;2157588;120129
19.04.2020 22:00;16;9338941;0;671173;1969242;2732600;2146024;129189
19.04.2020 23:00;16;8880793;0;603364;1607888;2733010;2104358;129117
20.04.2020 00:00;17;8590091;0;480752;1371384;2733154;2095935;140490
20.04.2020 01:00;17;8432424;0;509498;1237081;2732444;2096380;140153
20.04.2020 02:00;17;8359237;0;513245;1257239;2733137;2092515;137060
20.04.2020 03:00;17;8379410;0;494045;1283316;2733015;2108927;135306
20.04.2020 04:00;17;8554566;10;464782;1418431;2732401;2184036;123222
20.04.2020 05:00;17;9101902;4612;471484;1729942;2732983;2358448;105293
20.04.2020 06:00;17;9506274;13068;517234;2151710;2732544;2539075;147057
20.04.2020 07:00;17;9685155;41645;386946;2350585;2731886;2562329;199400
20.04.2020 08:00;17;9743247;60322;265956;2495897;2732263;2524944;258994
20.04.2020 09:00;17;9688158;65590;256351;2438554;2732156;2407100;282138
20.04.2020 10:00;17;9685284;61386;330593;2320380;2732806;2288665;288150
20.04.2020 11:00;17;9687064;62201;397825;2314286;2731801;2216642;217961
20.04.2020 12:00;17;9498932;62222;537711;2253180;2733117;2179185;196219
20.04.2020 13:00;17;9466287;71328;635468;2142780;2733466;2143346;174353
20.04.2020 14:00;17;9380279;65892;654568;1970811;2733744;2095377;182012
20.04.2020 15:00;17;9271340;56043;648219;1868211;2733089;2061875;186075
20.04.2020 16:00;17;9274721;42036;691172;1947886;2733574;2071672;200704
20.04.2020 17:00;17;9281969;30275;675322;1959322;2733683;2074272;220759
20.04.2020 18:00;17;9385366;14696;740901;1931580;2733832;2146379;188491
20.04.2020 19:00;17;9364778;2885;806515;1989492;2734332;2163825;156925
20.04.2020 20:00;17;9313520;1601;1011033;1842082;2733121;2158402;141285
20.04.2020 21:00;17;9526948;0;1161089;1742598;2731654;2125818;138187
20.04.2020 22:00;17;9332349;0;1203821;1620148;2730730;2105879;147232
20.04.2020 23:00;17;8919871;0;1176400;1367093;2731144;2114121;145832
21.04.2020 00:00;17;8587319;0;1095710;1122289;2731199;2096856;135935
21.04.2020 01:00;17;8420681;0;895345;1050136;2731683;2097323;129417
21.04.2020 02:00;17;8427638;0;644820;1112821;2731854;2133760;124141
21.04.2020 03:00;17;8503740;0;393167;1250401;2729807;2172432;121794
21.04.2020 04:00;17;8627529;26;301402;1466344;2730953;2239507;119961
21.04.2020 05:00;17;9154608;9600;306574;1630431;2731106;2388696;110891
21.04.2020 06:00;17;9534358;26728;315072;2118220;2731567;2475872;107998
21.04.2020 07:00;17;9644249;65079;292230;2357484;2730879;2461847;123504
21.04.2020 08:00;17;9570484;92311;214594;2452886;2731212;2397141;138332
21.04.2020 09:00;17;9498209;115961;212159;2427670;2728558;2307890;137017
21.04.2020 10:00;17;9548156;135210;268876;2241458;2729009;2197437;146570
21.04.2020 11:00;17;9442885;142592;380971;2164671;2730403;2124369;164073
21.04.2020 12:00;17;9285100;145935;415864;2189370;2730582;2061101;167483
21.04.2020 13:00;17;9202594;143475;541339;2003822;2731822;1993718;163469
21.04.2020 14:00;17;9106724;131507;638112;1601329;2732428;1967345;171098
21.04.2020 15:00;17;8998349;112422;662737;1590397;2732131;1869538;224001
21.04.2020 16:00;17;8953458;84614;717497;1792448;2731006;1827616;275425
21.04.2020 17:00;17;8937926;58552;721782;1753228;2730859;1848307;270983
21.04.2020 18:00;17;9129123;30861;733184;1693179;2730416;1897629;236486
21.04.2020 19:00;17;9142147;4953;827798;1853535;2731006;1993508;195410
21.04.2020 20:00;17;9105805;1726;1085654;1694802;2730717;2052262;156094
21.04.2020 21:00;17;9339572;0;1303838;1602884;2731394;2045826;144996
21.04.2020 22:00;17;9130997;0;1339959;1389555;2730192;2025077;150190
21.04.2020 23:00;17;8782297;0;1327007;1228075;2730125;2028847;144079
22.04.2020 00:00;17;8460132;0;1169195;1165152;2729792;2038723;142750
22.04.2020 01:00;17;8364172;0;986861;1145329;2729575;2064721;131802
22.04.2020 02:00;17;8308276;0;853362;1156077;2729594;2093845;131540
22.04.2020 03:00;17;8366818;0;692115;1183976;2729735;2118432;136667
22.04.2020 04:00;17;8520926;104;527540;1196892;2729311;2166309;133858
22.04.2020 05:00;17;9048754;9474;412207;1404309;2730011;2341481;126468
22.04.2020 06:00;17;9378719;32175;279128;1744468;2729792;2420960;167494
22.04.2020 07:00;17;9380248;62566;196544;1995002;2729566;2362639;154011
22.04.2020 08:00;17;9363750;88329;158503;2122016;2729354;2297980;161839
22.04.2020 09:00;17;9304381;101909;141602;2178165;2729055;2252725;161477
22.04.2020 10:00;17;9261128;108999;180495;2141133;2728498;2181380;162212
22.04.2020 11:00;17;9284964;121968;231832;2215239;2729786;2178788;194098
22.04.2020 12:00;17;9128207;129820;247130;2222135;2729336;2110195;208109
22.04.2020 13:00;17;8995111;113303;293507;1970223;2728063;2003403;191522
22.04.2020 14:00;17;8982582;104365;342108;1707627;2727574;1968116;172319
22.04.2020 15:00;17;9006389;119056;379612;1650244;2729320;1966594;172950
22.04.2020 16:00;17;8994183;87373;435786;1900988;2729254;1966906;170980
22.04.2020 17:00;17;9028268;63474;422269;2153039;2729336;2056494;169748
22.04.2020 18:00;17;9156042;22958;392175;2212991;2729906;2098986;170670
22.04.2020 19:00;17;9201493;4683;419522;2074590;2729706;2117890;176920
22.04.2020 20:00;17;9125098;2180;621749;1709558;2729506;2074852;169126
22.04.2020 21:00;17;9342904;0;812932;1674430;2729142;2051223;162647
22.04.2020 22:00;17;9147836;0;1013793;1533910;2728960;2040814;156399
22.04.2020 23:00;17;8774117;0;1074211;1299851;2728914;2060425;143553
23.04.2020 00:00;17;8456413;0;1050598;1240710;2728870;2073883;149331
23.04.2020 01:00;17;8340134;0;901666;1217637;2729009;2080041;139302
23.04.2020 02:00;17;8284341;0;787642;1225343;2729395;2086380;139422
23.04.2020 03:00;17;8362408;0;786391;1155629;2729742;2139973;136255
23.04.2020 04:00;17;8436698;230;675585;1186388;2729831;2230469;134886
23.04.2020 05:00;17;9022486;12615;552068;1426425;2729928;2319121;139890
23.04.2020 06:00;17;9308800;35451;393941;1777190;2730215;2395436;146975
23.04.2020 07:00;17;9438118;67361;166587;2054558;2730886;2372204;168452
23.04.2020 08:00;17;9413078;97426;92253;2260294;2731103;2299020;238576
23.04.2020 09:00;17;9329832;115661;132622;2335200;2730337;2302531;270671
23.04.2020 10:00;17;9304247;129390;179876;2214005;2729431;2268613;273630
23.04.2020 11:00;17;9211343;140840;218158;2224120;2729627;2243601;235411
23.04.2020 12:00;17;9115236;131332;256500;2187520;2729923;2180344;206638
23.04.2020 13:00;17;9009078;131657;322572;2086526;2730650;2110045;167705
23.04.2020 14:00;17;8975498;115589;414860;1803773;2730301;2030422;181052
23.04.2020 15:00;17;8865370;78632;442761;1717667;2730279;2005364;178867
23.04.2020 16:00;17;8827206;60973;312620;1968553;2730382;2134342;167114
23.04.2020 17:00;17;8925426;39893;254535;2099831;2730747;2182815;155731
23.04.2020 18:00;17;9108043;19103;210772;2168634;2729936;2192398;157391
23.04.2020 19:00;17;9090585;4212;198742;2120836;2729939;2296165;142214
23.04.2020 20:00;17;9076039;1603;223211;1596664;2729731;2298477;145158
23.04.2020 21:00;17;9180997;0;281986;1589708;2730481;2281025;144596
23.04.2020 22:00;17;8980119;0;330495;1601940;2729816;2201099;143967
23.04.2020 23:00;17;8560213;0;352018;1377669;2730519;2105315;149784
24.04.2020 00:00;17;8244805;0;365753;1401847;2730303;2090917;146206
24.04.2020 01:00;17;8100471;0;409582;1235934;2730399;2087255;136763
24.04.2020 02:00;17;8033967;0;502321;1142624;2729584;2100438;124958
24.04.2020 03:00;17;8174607;0;591198;1158755;2729622;2125423;126577
24.04.2020 04:00;17;8297138;176;641601;1241461;2730167;2137917;131617
24.04.2020 05:00;17;8762610;4907;607386;1420025;2730654;2278708;117673
24.04.2020 06:00;17;9260847;21585;650985;1699704;2730122;2448828;98310
24.04.2020 07:00;17;9505451;35466;627164;1960409;2730066;2483291;100300
24.04.2020 08:00;17;9497309;49294;722035;2156659;2729880;2479182;107180
24.04.2020 09:00;17;9485622;58556;836998;2150401;2730044;2418323;112724
24.04.2020 10:00;17;9458974;78321;972330;1893127;2729473;2372900;119668
24.04.2020 11:00;17;9412372;97170;1018929;1707910;2730002;2355124;119879
24.04.2020 12:00;17;9327372;96509;1073756;1647296;2729402;2244368;113245
24.04.2020 13:00;17;9143714;90232;1133733;1603475;2729270;2173087;110385
24.04.2020 14:00;17;9106874;94846;1153361;1550291;2729400;2093547;116047
24.04.2020 15:00;17;9140862;83363;1161475;1542729;2729582;2087071;120431
24.04.2020 16:00;17;9139543;74876;1093008;1561860;2729562;2088580;117909
24.04.2020 17:00;17;9185095;57562;1028946;1641824;2729848;2101551;142014
24.04.2020 18:00;17;9335755;28883;939849;1828597;2729319;2113633;143786
24.04.2020 19:00;17;9305956;6564;791892;1825799;2728828;2175956;119556
24.04.2020 20:00;17;9204188;2794;748108;1595188;2728544;2222772;106903
24.04.2020 21:00;17;9468957;0;873528;1637241;2728594;2220647;104380
24.04.2020 22:00;17;9297983;0;958227;1354843;2727978;2135367;133762
24.04.2020 23:00;17;8897884;0;1002511;1267374;2727495;2055332;118500
25.04.2020 00:00;17;8621148;0;973310;1105002;2727185;2048311;121464
25.04.2020 01:00;17;8498184;0;1000406;1141213;2727030;2030982;123450
25.04.2020 02:00;17;8399145;0;990042;1171921;2726666;2016812;133300
25.04.2020 03:00;17;8442821;0;1071599;1119767;2726627;2015308;135958
25.04.2020 04:00;17;8336807;403;1052358;1153348;2726764;2028333;134808
25.04.2020 05:00;17;8496581;13689;1065536;1149393;2727424;2018332;132601
25.04.2020 06:00;17;8547951;41964;955210;1218827;2727019;1985371;140650
25.04.2020 07:00;17;8597243;65262;872408;1330093;2727929;1964636;142324
25.04.2020 08:00;17;8724485;82058;874383;1386449;2727863;1927784;152364
25.04.2020 09:00;17;8804630;95567;1001869;1463548;2727537;1898381;150528
25.04.2020 10:00;17;8785572;104433;1128057;1337715;2727406;1890936;155170
25.04.2020 11:00;17;8734346;100527;1226257;1289536;2727533;1844010;160056
25.04.2020 12:00;17;8686955;99368;1368156;1267360;2726870;1806028;163878
25.04.2020 13:00;17;8616662;86691;1420486;1292191;2727194;1800841;166268
25.04.2020 14:00;17;8661808;86677;1382550;1292095;2726883;1809774;160928
25.04.2020 15:00;17;8706383;61905;1324061;1248570;2726939;1813801;163836
25.04.2020 16:00;17;8996808;60790;1241754;1409937;2725980;1895198;156554
25.04.2020 17:00;17;9284875;40612;1178043;1578331;2725177;1952644;155476
25.04.2020 18:00;17;9361814;20864;1071136;1758703;2725007;2034553;146851
25.04.2020 19:00;17;9179098;4322;993232;1747368;2724495;2077590;136369
25.04.2020 20:00;17;8967671;2691;1082497;1614800;2724060;2117022;124706
25.04.2020 21:00;17;9252211;0;1206818;1576690;2724396;2116460;125203
25.04.2020 22:00;17;9160145;0;1215338;1479889;2724013;2054869;131299
25.04.2020 23:00;17;8784091;0;1123241;1253202;2724036;1978078;142388
26.04.2020 00:00;17;8490598;0;1000470;1138984;2723509;1948455;149490
26.04.2020 01:00;17;8389344;0;934953;1141061;2723511;1952814;150567
26.04.2020 02:00;17;8260411;0;881310;1168990;2723134;1949101;143396
26.04.2020 03:00;17;8269581;0;863191;1186705;2723417;1953518;143250
26.04.2020 04:00;17;8127596;349;814008;1189409;2723597;1942793;138063
26.04.2020 05:00;17;8180284;8753;775916;1204168;2723141;1948802;138660
26.04.2020 06:00;17;8216936;18566;736204;1283039;2722962;1925963;146816
26.04.2020 07:00;17;8322772;34290;677338;1526902;2722582;1959471;151512
26.04.2020 08:00;17;8406152;57498;667232;1626730;2722443;1969232;145169
26.04.2020 09:00;17;8443165;55787;714555;1688706;2722307;1950962;149426
26.04.2020 10:00;17;8501663;60124;801691;1697943;2723812;1955958;155035
26.04.2020 11:00;17;8521616;68640;911921;1680143;2723838;1966109;150520
26.04.2020 12:00;17;8485233;68263;992230;1579111;2723577;1950960;153808
26.04.2020 13:00;17;8431944;67726;1100888;1482275;2722852;1910552;160890
26.04.2020 14:00;17;8458893;63434;1094800;1402573;2723127;1888317;166363
26.04.2020 15:00;17;8479292;50913;1068817;1407100;2723203;1895103;159987
26.04.2020 16:00;17;8605866;46344;956830;1611751;2723168;1912027;148952
26.04.2020 17:00;17;8786657;31943;873030;1665469;2723219;1945061;147381
26.04.2020 18:00;17;8883029;18539;759822;1775149;2722901;2010809;160754
26.04.2020 19:00;17;8873664;4956;698460;1918109;2722175;2078778;146539
26.04.2020 20:00;17;8770596;3533;750928;1768126;2721777;2146691;143484
26.04.2020 21:00;17;9165412;0;806630;1830538;2721410;2122783;141515
26.04.2020 22:00;17;9138207;0;786909;1627309;2721322;2100683;154035
26.04.2020 23:00;17;8824944;0;897175;1478440;2720987;2053024;161663
27.04.2020 00:00;18;8530210;0;890827;1398206;2720550;2038013;161936
27.04.2020 01:00;18;8379293;0;893778;1324636;2720535;2041579;158420
27.04.2020 02:00;18;8303249;0;909456;1313861;2720797;2059399;149647
27.04.2020 03:00;18;8413151;0;881366;1379735;2720941;2075365;150651
27.04.2020 04:00;18;8529482;972;796357;1424273;2720741;2167802;149804
27.04.2020 05:00;18;9092966;16538;616684;1642478;2721042;2303443;149199
27.04.2020 06:00;18;9442417;45560;346354;2121213;2720584;2398215;125540
27.04.2020 07:00;18;9616688;68025;151653;2240335;2720616;2374566;116888
27.04.2020 08:00;18;9629786;95447;162070;2425057;2720385;2333956;122883
27.04.2020 09:00;18;9515461;100362;263269;2515302;2720688;2359666;120620
27.04.2020 10:00;18;9602832;110265;305598;2532298;2720445;2345626;114981
27.04.2020 11:00;18;9540222;97831;364405;2434745;2720418;2338670;149127
27.04.2020 12:00;18;9397949;105278;382531;2304888;2720596;2297880;158155
27.04.2020 13:00;18;9313842;104412;413161;2184860;2720349;2306063;136959
27.04.2020 14:00;18;9264759;96171;405959;2029525;2719912;2285861;116697
27.04.2020 15:00;18;9117748;70458;365587;2091540;2720074;2288529;108653
27.04.2020 16:00;18;9130361;49288;366251;2045031;2719909;2304914;113072
27.04.2020 17:00;18;9091289;38072;331305;2181060;2720049;2355383;109882
27.04.2020 18:00;18;9240509;20313;291235;2088663;2720006;2445837;110564
27.04.2020 19:00;18;9251826;5544;297937;2191412;2719597;2500590;106032
27.04.2020 20:00;18;9170242;3274;390978;1984252;2719233;2527497;92043
27.04.2020 21:00;18;9467522;7;488762;2068981;2717583;2539656;96939
27.04.2020 22:00;18;9316702;0;608848;1906249;2717339;2428204;107296
27.04.2020 23:00;18;8909386;0;668154;1731615;2717051;2271270;119009
28.04.2020 00:00;18;8594341;0;656401;1496270;2716204;2247392;119496
28.04.2020 01:00;18;8447212;0;600369;1353896;2715722;2230972;121767
28.04.2020 02:00;18;8376646;0;499905;1329180;2716076;2228307;120577
28.04.2020 03:00;18;8450761;0;475273;1379990;2716057;2235635;116922
28.04.2020 04:00;18;8570787;396;469060;1509535;2715356;2298293;117446
28.04.2020 05:00;18;9116285;5342;472896;1722185;2715377;2446655;145277
28.04.2020 06:00;18;9491609;15540;356155;2030246;2715089;2631737;130501
28.04.2020 07:00;18;9676875;28216;271881;2281714;2715325;2722193;174394
28.04.2020 08:00;18;9648603;39612;320199;2401648;2715052;2736339;245876
28.04.2020 09:00;18;9635917;42652;357088;2434256;2715295;2691413;271562
28.04.2020 10:00;18;9672196;45466;348341;2443056;2714613;2664102;261736
28.04.2020 11:00;18;9712477;48278;385841;2395990;2713952;2653673;237019
28.04.2020 12:00;18;9506781;51575;400348;2407381;2713646;2641405;174293
28.04.2020 13:00;18;9395600;51821;415967;2171669;2713411;2548111;136158
28.04.2020 14:00;18;9334557;45549;421024;1987806;2713725;2519405;122814
28.04.2020 15:00;18;9268494;42328;448708;1887990;2713567;2514765;111849
28.04.2020 16:00;18;9233677;33965;453510;1963372;2714382;2528580;101559
28.04.2020 17:00;18;9243228;22479;495616;2082136;2714048;2599517;112319
28.04.2020 18:00;18;9409530;13093;525896;2278672;2714107;2653648;118128
28.04.2020 19:00;18;9450694;4840;515348;2258704;2713860;2739265;105998
28.04.2020 20:00;18;9246746;3342;672424;2071562;2713946;2726369;99579
28.04.2020 21:00;18;9528622;31;872692;1954076;2713546;2641777;100008
28.04.2020 22:00;18;9409917;0;1043357;1649610;2713804;2553419;102869
28.04.2020 23:00;18;9020517;0;1057041;1390468;2713321;2403322;101052
29.04.2020 00:00;18;8660441;0;977992;1391790;2713575;2194436;103339
29.04.2020 01:00;18;8526093;0;893411;1348332;2713623;2180388;129694
29.04.2020 02:00;18;8467004;0;803304;1392078;2714300;2169115;112732
29.04.2020 03:00;18;8533276;0;781521;1503555;2713953;2182677;100434
29.04.2020 04:00;18;8665068;785;741033;1562179;2714260;2213079;103137
29.04.2020 05:00;18;9204992;8119;653325;1771029;2713245;2371274;109045
29.04.2020 06:00;18;9577817;23054;389807;2133697;2713133;2649011;102164
29.04.2020 07:00;18;9837292;37388;203024;2326608;2713015;2670995;129431
29.04.2020 08:00;18;9842128;55557;247184;2379597;2713991;2634655;155972
29.04.2020 09:00;18;9792103;58167;342929;2379225;2712975;2591180;184980
29.04.2020 10:00;18;9858305;66304;384708;2194015;2711885;2576789;165414
29.04.2020 11:00;18;9812749;71256;403478;2124994;2711221;2555254;143548
29.04.2020 12:00;18;9701459;72267;429589;2152036;2711067;2567643;155099
29.04.2020 13:00;18;9599072;81195;441831;2146886;2710961;2569864;136434
29.04.2020 14:00;18;9531073;71141;406165;1907960;2710923;2528603;147449
29.04.2020 15:00;18;9479730;58301;392157;1926454;2710400;2515421;142036
29.04.2020 16:00;18;9493856;52136;338584;2082865;2710292;2505649;93174
29.04.2020 17:00;18;9621749;40360;291974;2347741;2709723;2524398;74626
29.04.2020 18:00;18;9755840;27137;279075;2424726;2710540;2497515;82546
29.04.2020 19:00;18;9711905;9947;181731;2474390;2710325;2591876;85607
29.04.2020 20:00;18;9520316;4778;215686;2105208;2710111;2571856;80245
29.04.2020 21:00;18;9836182;75;250362;2068131;2709507;2560998;112398
29.04.2020 22:00;18;9691390;0;259598;1938309;2709503;2503566;135948
29.04.2020 23:00;18;9334371;0;233020;1908957;2709049;2455248;115579
30.04.2020 00:00;18;9013636;0;190529;1605246;2709972;2460190;96372
30.04.2020 01:00;18;8859549;0;164000;1436315;2709790;2457100;111661
30.04.2020 02:00;18;8858087;0;152874;1377919;2708324;2456702;111021
30.04.2020 03:00;18;8947150;0;136873;1479237;2709133;2467736;143906
30.04.2020 04:00;18;9054877;1652;119957;1588798;2709220;2636813;128713
30.04.2020 05:00;18;9583626;13704;116454;1844627;2708892;2831544;103946
30.04.2020 06:00;18;9872681;40961;94879;2232007;2709281;2936150;126973
30.04.2020 07:00;18;9953903;67260;37342;2330475;2709690;2888932;145698
30.04.2020 08:00;18;9894621;94889;27543;2451690;2709883;2837073;183827
30.04.2020 09:00;18;9825668;109039;24732;2503947;2708732;2765242;173401
30.04.2020 10:00;18;9855057;107813;24365;2452568;2707976;2715315;136108
30.04.2020 11:00;18;9679423;105907;22334;2508230;2707987;2668698;139982
30.04.2020 12:00;18;9566939;103203;25874;2399340;2707685;2634256;136279
30.04.2020 13:00;18;9434861;108362;24763;2302548;2707207;2549467;147239
30.04.2020 14:00;18;9304714;107170;32043;1949435;2707863;2407086;146234
30.04.2020 15:00;18;9239216;92359;37688;1820026;2708017;2392125;145437
30.04.2020 16:00;18;9272778;70005;39424;2125989;2708220;2522597;137835
30.04.2020 17:00;18;9241898;51119;26975;2150414;2706744;2581406;129182
30.04.2020 18:00;18;9285480;29703;28042;2199650;2706821;2589603;126075
30.04.2020 19:00;18;9187285;9043;44275;2100235;2707075;2630920;150688
30.04.2020 20:00;18;9106999;5855;89114;1718975;2707020;2644156;127411
30.04.2020 21:00;18;9536169;158;177826;1701596;2706711;2582089;128372
30.04.2020 22:00;18;9570029;0;258914;1864759;2706599;2350773;172335
30.04.2020 23:00;18;9163966;0;360031;1597842;2705698;2151897;219699
01.05.2020 00:00;18;8869453;0;498985;1417270;2705829;2115397;153226
01.05.2020 01:00;18;8731712;0;669583;1177393;2705153;2094399;129993
01.05.2020 02:00;18;8642589;0;782590;1138071;2705736;2101794;125753
01.05.2020 03:00;18;8611474;0;914192;1095314;2704385;2095244;129295
01.05.2020 04:00;18;8479800;2267;918894;1106018;2705836;2100406;140542
01.05.2020 05:00;18;8632933;11772;877135;1042153;2705156;2045030;142775
01.05.2020 06:00;18;8607708;39427;683982;1193713;2705378;1992575;162846
01.05.2020 07:00;18;8644144;59502;419601;1439998;2704923;1958603;172028
01.05.2020 08:00;18;8616061;70787;404993;1574912;2704975;1897602;180192
01.05.2020 09:00;18;8649333;73752;541995;1705433;2704573;1868567;180552
01.05.2020 10:00;18;8683442;69456;599295;1818657;2705140;1861708;186707
01.05.2020 11:00;18;8663364;84641;593124;1725807;2705165;1842154;193554
01.05.2020 12:00;18;8603065;82415;608536;1657061;2705245;1767353;196345
01.05.2020 13:00;18;8572478;72675;629689;1545517;2704485;1732951;199066
